frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
172,1.0,[1038.5569055848705 686.8796178969195 1350.984857200564 958.3937303628032],[1145.8648681640625 852.5180053710938 1265.4620361328125 899.4050903320312],0.5615931749343872,AP05JEO,0.18851521319912254
173,8.0,[502.55719511295666 628.6522482297195 781.3399643927833 865.0314774479046],[594.2108764648438 766.031982421875 683.71142578125 811.144775390625],0.5539757609367371,KR05ZTK,0.14204254603123678
173,1.0,[1040.5510351578084 689.5510216633377 1353.0020502461855 961.9217128280161],[1150.108642578125 859.375732421875 1264.25537109375 904.15966796875],0.4969424903392792,AP05JEO,0.8987235779402549
174,8.0,[501.14269073501123 631.3407069958482 780.5915005527361 867.7131006345933],[592.8287353515625 770.5724487304688 684.8223876953125 816.3685913085938],0.5753583312034607,WH05ZZX,0.06352200183171208
175,1.0,[1042.0785776293174 696.494166472922 1354.668129703059 969.3266184913284],[1144.1629638671875 866.7188110351562 1237.5303955078125 905.8548583984375],0.3839492201805115,AF05JEC,0.5544861942663277
177,8.0,[498.92002877911136 638.4626677119593 778.9066460503436 874.8346166484964],[590.4571533203125 779.4570922851562 680.95458984375 824.8304443359375],0.541084349155426,KH05ZZH,0.07091512281691092
177,1.0,[1042.352523050382 703.2247576505137 1357.413595865653 977.0323023724885],[1146.188720703125 870.7022705078125 1257.9984130859375 919.0686645507812],0.5141175389289856,AP05JEO,0.5844010298788258
178,8.0,[498.84548177908135 639.5124581385007 778.6203085499185 876.6888573515114],[589.3755493164062 779.5242919921875 682.0510864257812 825.5745849609375],0.5798620581626892,KH05ZIK,0.46725401001421063
179,1.0,[1043.3831825925918 708.0743553856805 1363.1109279831194 984.031910466887],[1147.82080078125 879.105712890625 1273.69921875 923.2786254882812],0.4034896194934845,AP05JEQ,0.09960651275852628
180,1.0,[1045.0551615194497 710.7260214172909 1365.3606685837597 988.1823389485141],[1150.5272216796875 882.3822021484375 1249.495361328125 925.3847045898438],0.522635817527771,AP05JEO,0.4827639126745627
180,8.0,[493.868564740851 642.211535825001 773.8094275481651 882.9203166930422],[587.4110107421875 785.1121826171875 675.9225463867188 829.2647705078125],0.48612263798713684,MH05ZZK,0.05475736193396769
181,1.0,[1046.7159790792327 713.2651055429301 1367.3450275695575 992.2417263563236],[1155.9053955078125 887.6102294921875 1270.3580322265625 930.2692260742188],0.5331425666809082,AP05JEO,0.2208322508064055
182,8.0,[492.2792421700277 648.0878635983621 773.03389446057 891.3668196745235],[583.0556640625 791.7392578125 675.4120483398438 837.1124267578125],0.6198021173477173,KH05ZZV,0.2078251002528293
182,1.0,[1046.2060925844603 714.3813082230066 1369.769809016043 994.7988776715475],[1151.737548828125 890.0502319335938 1265.419189453125 930.3836059570312],0.5479547381401062,AP05JED,0.7555623433781673
183,1.0,[1044.4309636912108 716.7801995533321 1373.8179427163518 997.969560432552],[1149.5303955078125 891.7879028320312 1258.12646484375 934.0299682617188],0.5017110109329224,AP05JEO,0.31472876838837915
184,8.0,[488.4249509261224 652.8908910785681 768.9973576162356 897.7202364368393],[586.6156005859375 797.3607788085938 676.0223388671875 842.7141723632812],0.617065966129303,RH05ZZK,0.5050358257333502
184,1.0,[1044.8998379170089 719.4896218077336 1377.388385331542 1000.7328012826765],[1153.3546142578125 889.3196411132812 1270.808349609375 938.2666625976562],0.6081894636154175,AP05JEO,0.29023708099334
185,1.0,[1045.422439768638 722.9655413178879 1379.0547374639 1005.1223548879713],[1160.681396484375 899.4292602539062 1275.1190185546875 946.3460083007812],0.6073397994041443,AP05JEO,0.48639379891832984
186,8.0,[486.30942184691867 656.1165761304378 767.6863268545328 903.6568082513454],[578.0458374023438 802.4738159179688 671.3007202148438 850.6766967773438],0.6296376585960388,KH05ZZK,0.1297835454582289
186,1.0,[1045.9340775051114 727.211596799765 1382.440346470969 1010.3744061293705],[1155.19091796875 902.004638671875 1280.0567626953125 948.1466674804688],0.56886887550354,AP05JEO,0.6409900679741259
187,8.0,[484.1795665120717 658.0294082476147 766.4929206401946 907.0473831063263],[578.3442993164062 806.0366821289062 670.5699462890625 851.95458984375],0.5818583965301514,KH05ZZK,0.2524223648605239
188,8.0,[481.9490425101708 660.2422294187429 765.778752683882 910.6602302247595],[576.251953125 808.2833862304688 671.3753662109375 852.829833984375],0.5904640555381775,RH05ZZK,0.4299440249612677
189,8.0,[478.55082701957747 664.1278659920935 765.8992063714469 914.9591729796026],[576.4645385742188 815.3753051757812 670.0609130859375 858.5506591796875],0.6046763062477112,KH05ZZK,0.24477441503559738
189,1.0,[1045.505153292194 737.3175652000932 1385.5513673809103 1022.6370941497678],[1161.565185546875 914.968505859375 1270.05810546875 956.4927978515625],0.5781478881835938,AP05JEO,0.8722885017225075
191,1.0,[1043.3402618442205 743.6623372897568 1385.5840731939743 1030.673512422181],[1160.8072509765625 917.8699951171875 1277.2843017578125 966.963134765625],0.6045984029769897,AP05JEO,0.3791175934105987
192,8.0,[472.0442892830327 672.5116114266483 764.5853691886086 925.3532492780029],[574.299560546875 823.4439697265625 664.0609741210938 867.1614990234375],0.6199424862861633,KH05ZZR,0.14876115002932597
192,1.0,[1043.5847056230673 747.955457908524 1387.5169477503064 1035.440741477781],[1161.8572998046875 930.6758422851562 1280.80859375 971.2320556640625],0.5215522050857544,AP05JEO,0.37906044465102473
193,1.0,[1045.1662347831045 750.8479226661804 1388.2282898236328 1038.9107674312934],[1164.4586181640625 929.1533813476562 1279.9241943359375 971.0709838867188],0.47552579641342163,AP05JEO,0.36979745285613763
194,8.0,[469.14516082164835 676.4700386074821 763.95756332602 930.3694770171244],[567.6198120117188 826.8431396484375 664.71435546875 874.02392578125],0.5941077470779419,RH05ZZK,0.29587926178834467
194,1.0,[1045.1328468360566 753.1693292407439 1390.5706534975952 1042.2438044159112],[1169.520263671875 935.6592407226562 1288.974609375 978.8710327148438],0.5822737216949463,AP05JEO,0.1324754901780895
195,1.0,[1046.5790120564184 756.1549562929417 1392.7859383202044 1045.9497963861752],[1171.38037109375 937.9293823242188 1289.518798828125 979.8400268554688],0.6438050866127014,AP05JEO,0.8671445443988596
196,1.0,[1046.9205989698946 758.5526023340574 1392.7526916381205 1048.6792262185666],[1167.1878662109375 937.8735961914062 1289.3712158203125 984.7474975585938],0.6517218351364136,AP05JED,0.7613029734469563
197,1.0,[1047.4259485960586 761.3716311075923 1395.6087127489247 1052.8073591679806],[1170.584228515625 946.0188598632812 1295.68798828125 993.3887939453125],0.48888880014419556,AP05JEQ,0.40182148843514653
198,8.0,[466.2374061362946 687.7588764370951 763.2331604514031 945.4136417959737],[560.4843139648438 841.1865234375 658.384033203125 886.6322021484375],0.6321299076080322,KH05ZZK,0.8830439658822317
198,1.0,[1048.3779202546752 765.0046756272945 1401.5111404161958 1057.9191632906886],[1176.7587890625 953.8934326171875 1306.22216796875 993.973388671875],0.4524121582508087,AP05JEO,0.4294037449307507
199,8.0,[464.9878144385177 688.9487948436632 762.9737706018468 948.069111282694],[560.278564453125 845.6593017578125 655.2451171875 888.5155029296875],0.6152001023292542,RH05ZZK,0.9292226660314133
199,1.0,[1049.8380548664575 767.6956284624396 1405.9381617732363 1061.3516771488187],[1165.38134765625 955.0541381835938 1298.170166015625 997.0175170898438],0.5489781498908997,AP05JEO,0.3574504180770444
200,8.0,[463.1383529995229 691.9305203565133 761.9325039450431 951.8634898776962],[560.0374755859375 847.9384155273438 653.153564453125 892.3284912109375],0.6254151463508606,KR05ZZK,0.7086794925272873
200,1.0,[1048.2742781416562 770.3824565748545 1406.888369883787 1064.7341195576341],[1170.2337646484375 955.2041015625 1300.24853515625 999.2660522460938],0.559702455997467,AP05JEO,0.22740539070848378
201,1.0,[1050.1254011403287 773.8401002607744 1410.1804826474247 1068.7072587278135],[1171.98681640625 961.9852294921875 1285.9124755859375 1002.450439453125],0.5750061869621277,AP05JEO,0.7788729292879221
202,8.0,[458.84262104046604 698.7337533427068 760.0114396006585 959.7678885104737],[553.1400146484375 852.06005859375 650.8779907226562 899.88427734375],0.6505622267723083,KR05ZZK,0.733649085184986
202,1.0,[1051.470302605322 776.1962135766696 1412.5222826894897 1071.0525534006497],[1192.60009765625 966.7930297851562 1311.8065185546875 1009.2039184570312],0.26036524772644043,AP05JEO,0.128662228292702
203,8.0,[457.2107328187341 701.5901973709115 759.4183614927402 962.956264377056],[555.9498291015625 857.7335815429688 648.6204223632812 900.7739868164062],0.6031058430671692,KR05ZZK,0.71084130448632
203,1.0,[1051.5894147880936 779.8458740764411 1415.2242870412579 1073.6843372936323],[1180.1126708984375 966.8572998046875 1303.3880615234375 1016.6151123046875],0.579102098941803,AP05JED,0.43544398736181505
205,8.0,[451.4173766325976 707.0762213220873 758.7768382743841 969.8230233493277],[548.7828369140625 864.72314453125 646.7640380859375 908.0588989257812],0.6434217095375061,KH05ZZK,0.22940279485356913
205,1.0,[1053.3560036480483 785.3624759032109 1419.998969453786 1076.930167161686],[1176.2041015625 979.5098876953125 1303.448486328125 1021.8250122070312],0.5335102677345276,AP05JEO,0.3684786109666573
206,8.0,[446.73021879492705 709.2168070838909 757.4508756710494 972.3910456175106],[549.0889282226562 865.8704223632812 645.5406494140625 910.8834228515625],0.636372447013855,KH05ZZK,0.6874067553417079
206,1.0,[1052.3610385104762 789.2029196909214 1421.240803772217 1078.3001650220974],[1185.095703125 984.6970825195312 1312.9520263671875 1029.562255859375],0.6032693982124329,AP05JEO,0.2312682883921163
207,1.0,[1052.2810471607006 792.5451861845542 1424.4929243999638 1078.7427387561224],[1187.6500244140625 986.9415893554688 1294.4619140625 1029.122314453125],0.614230215549469,AP05JEO,0.28058135752848584
208,8.0,[438.4020928172009 712.8789507274136 754.4052406711984 978.6015931928865],[542.1260986328125 873.1994018554688 641.3998413085938 920.3909912109375],0.6568140387535095,KH05ZZK,0.5633613680531485
208,1.0,[1050.9187575158132 795.4480961919561 1426.2647009768873 1078.6166426045374],[1194.660400390625 992.5155029296875 1318.076416015625 1037.6982421875],0.3158635199069977,AP05JEO,0.31087028271771766
209,1.0,[1054.4632300132314 797.7529326937811 1429.4122630870204 1077.6929594423666],[1182.8724365234375 993.7344360351562 1321.2825927734375 1045.5052490234375],0.532455563545227,AP05JEO,0.47852481386389994
210,1.0,[1054.209653918275 800.6296460531983 1430.6226315772003 1076.979340879785],[1185.455322265625 1003.8374633789062 1318.392822265625 1050.037109375],0.6230087876319885,AP05JEO,0.35434139691098676
211,1.0,[1054.983991050146 803.8947685836106 1432.1433417725452 1075.7122587972697],[1194.3489990234375 1003.1612548828125 1324.61865234375 1050.06298828125],0.63054358959198,AP05JEO,0.2998111081372142
212,8.0,[435.89073966404743 724.4401877964243 752.2516669484833 996.8464536734715],[535.7025146484375 887.484375 637.6921997070312 934.1211547851562],0.6746214032173157,KR05ZZK,0.22514632392764106
212,1.0,[1054.4673581164543 806.3745932693766 1431.3447547022602 1076.9797030267182],[1190.0413818359375 1006.0471801757812 1319.8411865234375 1051.3751220703125],0.5458841323852539,AP05JEO,0.12681966924939325
213,8.0,[430.97162777577887 727.0515152982895 750.489159662867 1000.4763169856745],[535.0038452148438 893.1439819335938 635.1361694335938 937.8116455078125],0.6708868145942688,KI05ZZK,0.0935398234099594
213,1.0,[1056.570405435185 810.7708667249121 1433.9544391726326 1078.241500414653],[1191.4915771484375 1009.3324584960938 1311.3006591796875 1057.17236328125],0.618125319480896,AP05JEO,0.6241770159079397
214,1.0,[1057.399649894021 814.0225114514768 1433.544916208561 1079.0375465265702],[1190.9176025390625 1013.3754272460938 1324.966552734375 1061.8406982421875],0.6345269083976746,AP05JEO,0.2612687133121613
215,8.0,[427.3147560532682 733.4506284175187 750.167595701256 1008.5206593778058],[529.4078369140625 900.327392578125 630.2685546875 948.2938842773438],0.6506611108779907,KR05ZZK,0.46013812048678115
215,1.0,[1055.6790482862925 817.4219805499804 1431.824100045088 1079.771973573829],[1193.9315185546875 1017.3568725585938 1324.0902099609375 1066.256591796875],0.5319241285324097,AP05JEO,0.3411188566271261
216,8.0,[424.079204526107 736.4172713120677 747.904648672615 1012.8292096349451],[524.8656616210938 903.375732421875 625.8274536132812 951.861328125],0.6274649500846863,KR05ZZK,0.13310096189339446
216,1.0,[1056.6042087317996 821.5711290543893 1432.9957113554447 1079.8811591480353],[1189.55712890625 1026.5584716796875 1335.1153564453125 1070.322509765625],0.6188709139823914,AP05JEO,0.5748484406771517
217,1.0,[1056.799821140412 824.8134171403934 1433.17034133879 1079.4117102383143],[1188.4901123046875 1027.4627685546875 1333.4744873046875 1075.99658203125],0.6739934086799622,AP05JEO,0.6586319851188199
218,8.0,[417.65503848924965 743.882796736038 743.6596214767778 1022.2216428767151],[525.8723754882812 911.8866577148438 624.3662719726562 956.7610473632812],0.6357901096343994,KH05ZZK,0.808700763385051
218,1.0,[1061.1414633919323 828.7035097309027 1436.2397451691074 1079.4245734052238],[1187.29833984375 1035.83642578125 1327.8489990234375 1078.115234375],0.6047043204307556,AP05JEO,0.3128176575444226
222,8.0,[411.302487157795 758.7246152547499 740.9950006102281 1037.2181463535367],[513.83056640625 925.7084350585938 620.1998901367188 973.6084594726562],0.575897216796875,KH05ZZK,0.3741955067046958
223,8.0,[410.0372318177631 761.0161893327066 739.8033454673237 1040.8709174037533],[514.263427734375 929.192138671875 617.578125 975.7131958007812],0.6238682270050049,KN05ZZK,0.2789390983546023
225,8.0,[403.0442993938857 767.7454481974987 734.3778001241255 1049.803499743245],[504.9791564941406 938.28955078125 615.820556640625 987.2288818359375],0.6510174870491028,KE05ZTK,0.05492943666669069
228,8.0,[392.31170844599984 777.1003710447021 729.9631668442137 1062.8064447748627],[502.0602722167969 945.4757080078125 611.4523315429688 997.1107177734375],0.6339818239212036,KH05ZIK,0.1282563198080565
232,8.0,[383.58265417436724 788.0673713924989 723.8423957847144 1074.8269627299203],[497.7058410644531 962.7890625 603.18994140625 1012.6893310546875],0.6827521324157715,KR05ZZK,0.16851544908778918
233,8.0,[383.29141645702646 791.6516008642182 722.8211085499598 1076.635450515243],[494.3844909667969 968.1749267578125 601.4389038085938 1018.475830078125],0.670190691947937,KR05ZZK,0.05027934598418652
236,8.0,[372.96696231726185 800.7462644533662 720.3660624466905 1077.731687225746],[489.28143310546875 982.0211791992188 598.9956665039062 1031.0904541015625],0.6867995262145996,RN05EZK,0.04474338506357669
237,8.0,[374.3908992442173 804.743245511853 720.2527286024681 1078.6985411250173],[485.1424255371094 985.03857421875 596.6807250976562 1037.2730712890625],0.7009717226028442,KH05ZZK,0.4088748298893711
238,8.0,[373.5603660697064 807.1242533317061 719.5859566785336 1078.492882007669],[483.1072998046875 988.166259765625 592.2784423828125 1039.125244140625],0.7087871432304382,KH05ZZK,0.2058328589312122
239,8.0,[371.7803536591234 809.189894757337 721.3296119043455 1077.9219615477762],[480.6435241699219 992.5906372070312 594.8944702148438 1044.3153076171875],0.6803722381591797,KH05ZZK,0.17381702530588355
249,319.0,[1155.890627951971 555.2946901765216 1428.0803052288716 775.9344276258697],[1264.7264404296875 695.8997192382812 1329.5120849609375 733.9700927734375],0.3686754107475281,EY51REC,0.4651161242515704
250,319.0,[1157.41093992196 561.2831761633098 1431.8209358130125 789.1383492044216],[1264.962646484375 696.0986938476562 1329.9471435546875 734.2608642578125],0.4767686426639557,EY61MEG,0.5866028380648086
261,319.0,[1165.0900216921214 578.6721453693224 1442.5326809852677 818.7882219089988],[1275.2198486328125 716.8922119140625 1341.727783203125 759.8547973632812],0.26272106170654297,EY61NBG,0.43366946310166926
265,319.0,[1166.8485265873373 586.2189921780066 1449.0708513735062 827.5716501151255],[1278.0511474609375 722.9921264648438 1344.1607666015625 774.0230712890625],0.3107542097568512,EY61NBG,0.1489386983114786
269,16.0,[457.9940807005422 734.4380663167918 774.5488461887068 1017.4612207759538],[571.9966430664062 916.9531860351562 667.6000366210938 964.6583862304688],0.6009289026260376,FJ14ZHY,0.37318105698322473
273,16.0,[456.8163209707802 746.5862161069525 774.1845995224742 1036.0365846899808],[564.1408081054688 931.64013671875 661.50927734375 982.2583618164062],0.7003827691078186,FJ14ZHY,0.18417690305542564
273,319.0,[1167.9371861423197 601.9224897465014 1457.4852907110926 861.251205396608],[1283.00146484375 739.4628295898438 1347.2890625 782.0150756835938],0.2539284825325012,EY61NBC,0.32187858799611446
274,319.0,[1169.4254661585794 601.928399180998 1461.409280025284 861.9506680213988],[1286.262451171875 739.2899780273438 1352.1888427734375 784.4031372070312],0.26477769017219543,EY61NEG,0.14945592108240988
275,319.0,[1171.0379039781544 604.3868240227125 1466.6507270750342 865.8970713468982],[1285.6231689453125 727.1363525390625 1353.360107421875 795.106201171875],0.3554995059967041,EY61NBG,0.24128878827057318
276,16.0,[449.76751353615543 758.286368066488 772.0462910656344 1047.890752141012],[550.7059936523438 940.6331176757812 657.61376953125 990.0576782226562],0.6529585719108582,FJ14ZHY,0.40287646150122314
278,16.0,[448.0151583402344 763.2935886774729 771.0578821187644 1051.9972185097777],[551.4581909179688 949.1804809570312 650.6094360351562 999.5557250976562],0.6856719255447388,FJ14ZHY,0.20463506671821202
278,319.0,[1169.9435781196603 609.9732162523909 1463.051597289406 871.1038639678701],[1282.3909912109375 743.865966796875 1360.5887451171875 801.689208984375],0.4490666091442108,EY61NBG,0.5028140470527029
279,16.0,[444.32270828533126 767.6762487914596 768.617787134525 1056.2710895590835],[550.7832641601562 954.9175415039062 650.3567504882812 1006.0684204101562],0.6873921155929565,FJ14ZHY,0.45224709748199915
280,16.0,[440.21146621805394 770.9175011298076 766.7619763566539 1061.0629733622216],[550.8616333007812 955.0784912109375 651.7963256835938 1006.5882568359375],0.6979250907897949,FJ14ZHY,0.21578588785085448
280,319.0,[1171.3870250752511 615.029430691009 1467.6228792512156 874.923409796594],[1282.8541259765625 753.1046142578125 1362.9971923828125 804.5166015625],0.4507213830947876,EY61NUG,0.239120231905611
282,16.0,[431.9197697182053 776.738833256168 764.1177560014489 1070.647923978787],[547.2784423828125 964.3716430664062 648.5447387695312 1014.9274291992188],0.6940615177154541,FJ14ZHY,0.32435925533470644
283,16.0,[429.740158515015 779.3634336421492 763.8548255992507 1073.7843756255188],[544.8778076171875 966.7919311523438 645.4334716796875 1019.2930297851562],0.6805944442749023,FJ14ZHY,0.547020308104917
283,319.0,[1171.7636279404032 619.5837056301984 1472.5673868169229 882.5814864221159],[1282.1280517578125 765.4861450195312 1361.522216796875 811.1303100585938],0.44499826431274414,EY61NBG,0.25307107845933824
284,16.0,[427.9913784081289 781.8209993326379 763.3598724225728 1076.365711309826],[542.89404296875 973.4893798828125 645.5626831054688 1022.4351196289062],0.6908178329467773,FJ14ZHY,0.401899625265208
284,319.0,[1172.9063575217708 621.1914904912567 1476.5430845651115 884.8486842993495],[1283.7626953125 768.93701171875 1367.4693603515625 818.7138671875],0.5519876480102539,EY61NBG,0.21336167479823567
285,16.0,[425.9149903889777 783.6082571902444 762.7432044813231 1077.0579105459733],[538.6697387695312 978.50830078125 646.6953735351562 1028.962646484375],0.6995322704315186,FJ14ZKY,0.1445692014937548
286,319.0,[1173.508610167211 624.1548185060929 1481.8757902778325 890.9060673431277],[1289.19921875 779.3016357421875 1368.368896484375 823.541015625],0.5146850347518921,EY61NUG,0.16514576186551302
287,16.0,[422.9578893855994 788.2410015281442 761.1418788970036 1076.9674057519994],[538.3495483398438 985.3619384765625 640.2801513671875 1035.828125],0.7144615054130554,FJ14ZHY,0.6058352681075779
287,319.0,[1172.449349464683 625.9162470975375 1480.9931005547473 894.1867492171973],[1287.31640625 766.48974609375 1369.9376220703125 824.7630615234375],0.567141056060791,EY61NBG,0.3456790430466723
288,319.0,[1172.4788965756932 628.0838633100354 1480.509065005186 896.95643163728],[1288.2822265625 780.7626953125 1371.6329345703125 828.0773315429688],0.37906819581985474,EY61NBG,0.261469477449249
289,16.0,[420.7845210923756 794.2156292167234 761.3292635363316 1077.4190414086765],[534.1025390625 994.1885375976562 643.1478881835938 1046.651123046875],0.6991949677467346,FJ14ZHY,0.4410858987096164
291,319.0,[1174.8615454199885 636.0469726190217 1485.7756503688151 907.5725075271971],[1289.7264404296875 792.9547729492188 1367.6888427734375 833.774658203125],0.5884119272232056,EY61NBG,0.5575155784614468
293,16.0,[412.3618424149837 809.2590262435891 756.7865823841095 1076.6913356309783],[526.6959838867188 1010.0614013671875 634.03076171875 1061.0684814453125],0.7260116934776306,FJ16ZHY,0.4843317449061864
295,16.0,[407.72879978210733 817.2658480786981 754.8346056811414 1080.8397820107625],[523.45703125 1019.7105102539062 630.1527709960938 1067.9869384765625],0.6943877339363098,FJ14ZHY,0.32467469454708353
296,16.0,[403.78350403840403 820.6132747517779 753.0521086380645 1082.2437301798636],[521.9063110351562 1025.3204345703125 631.2902221679688 1075.9190673828125],0.7195295095443726,FJ14ZHY,0.4143145353932621
297,16.0,[401.64790406689167 824.6736389393852 752.8598869745781 1082.7110987649078],[523.2250366210938 1031.1771240234375 627.1553344726562 1080.0],0.7148420810699463,FJ14ZHY,0.403200031042157
297,319.0,[1176.8552852101307 647.6597769957609 1490.9819660259832 923.8094138945692],[1297.6695556640625 811.1903686523438 1382.4759521484375 851.4472045898438],0.5072463750839233,EY61NBC,0.47175206423530036
299,319.0,[1178.5280393096623 653.4718150906165 1491.702276897975 928.8222974666105],[1294.64111328125 816.9086303710938 1385.164794921875 858.8553466796875],0.6221715211868286,EY61NBG,0.2894009535150021
304,319.0,[1183.1656844274721 664.1773659339931 1498.5213535572943 947.7699311515241],[1299.0869140625 834.7413940429688 1389.6292724609375 873.5216674804688],0.5909777879714966,EY61NBG,0.43690958544233605
305,319.0,[1182.708410093279 666.8195800060865 1498.5116183559692 952.9137441081294],[1300.5963134765625 833.9983520507812 1390.96728515625 876.7710571289062],0.5966906547546387,EY61NBD,0.565258852797197
306,319.0,[1182.9610990513 668.6788816722185 1499.152353172011 957.143294359488],[1301.1654052734375 840.7234497070312 1390.8790283203125 881.87109375],0.6069939732551575,EY61NBG,0.42506272654941324
308,319.0,[1183.717850326229 675.2857119949717 1501.2577451876732 965.8921143873633],[1299.922119140625 840.609375 1393.8641357421875 891.344970703125],0.663864016532898,EY61MBC,0.2695220464722412
309,319.0,[1185.8827145802616 677.7666166215262 1505.4762191744958 969.5454411768698],[1308.3765869140625 848.2439575195312 1393.9036865234375 893.4490356445312],0.5987300276756287,EY61NBG,0.34132530014863544
310,319.0,[1187.694286483445 680.8313038293442 1510.2951867558422 972.2975762000179],[1305.102783203125 849.07421875 1394.99658203125 896.4602661132812],0.5753694176673889,EY61NAG,0.10397632801450296
315,319.0,[1189.963717452665 696.6385134619561 1519.8832690944125 993.7066672337644],[1307.6612548828125 865.3438720703125 1404.056396484375 914.8890991210938],0.680993914604187,EY61REG,0.3693907127180588
316,319.0,[1189.6008681253281 699.2617479080741 1521.3919829966296 997.0783544876649],[1311.2373046875 859.938720703125 1403.5845947265625 915.6324462890625],0.6167319416999817,EY61RBG,0.2574591886676144
317,319.0,[1190.244653089097 701.8640707638228 1525.1159883321384 1000.0072335981974],[1309.1790771484375 872.7169189453125 1406.3231201171875 922.4144897460938],0.6243261694908142,EY61NBG,0.2994692380299059
318,319.0,[1190.9376187148612 705.3977403521839 1527.0550582152002 1003.4993431574],[1311.523681640625 881.4204711914062 1408.3450927734375 922.1830444335938],0.5222295522689819,EY61NBG,0.40306538109756657
320,319.0,[1192.1408240903645 710.8693507131527 1530.5969747872307 1010.4437844150266],[1313.6893310546875 890.4603881835938 1407.9805908203125 931.1356201171875],0.6283736228942871,EY61NBG,0.6251522277590339
321,319.0,[1193.0181296467017 713.280157123499 1532.631443769043 1014.7903587514992],[1315.2945556640625 887.9111938476562 1410.0084228515625 930.9321899414062],0.6324018239974976,EY61NBG,0.4565257564618901
322,319.0,[1194.2725969664205 714.5148625210363 1535.0912861081931 1017.7909093100427],[1316.6650390625 891.0591430664062 1413.4132080078125 938.6094360351562],0.6783108711242676,EY61NBG,0.5897178311134913
324,319.0,[1196.1592942739685 718.6395820763742 1537.6941067977532 1025.1139138189724],[1320.9693603515625 896.224365234375 1415.53857421875 944.958251953125],0.618607223033905,KY61NBG,0.20370377440090648
325,319.0,[1195.8406905526367 721.4225850483142 1536.3691001980937 1028.6353020114034],[1326.44384765625 903.99755859375 1416.1256103515625 946.6834716796875],0.6043224334716797,EY61NBG,0.661700342443537
326,319.0,[1196.194738017869 726.1447152765445 1536.1730611070984 1034.1209020407503],[1322.4158935546875 905.7615966796875 1413.897216796875 952.4445190429688],0.6484363079071045,ET61MBG,0.056535044551727726
328,319.0,[1197.5029963657803 732.9922072372051 1538.9122820116963 1042.445192043332],[1320.369873046875 915.1406860351562 1414.4071044921875 957.7350463867188],0.6671148538589478,EY61NBG,0.7287457163796851
329,319.0,[1199.9176393212801 735.8730341640892 1544.3731012107219 1045.89166460167],[1324.4268798828125 907.8563232421875 1419.8779296875 966.2523193359375],0.6589723229408264,EY61NBG,0.4592552359927878
330,319.0,[1201.0161906069206 739.498862397186 1547.576850021072 1050.4124488448613],[1324.363525390625 918.5751953125 1422.822265625 969.9296875],0.5891891121864319,EY51NEG,0.39137673508216053
331,319.0,[1201.8736716997732 742.4799680559022 1550.829269163184 1054.3054297004232],[1326.333984375 923.0156860351562 1424.149169921875 969.6619873046875],0.6120712757110596,EY61NBC,0.48107899776331114
332,319.0,[1202.1546243391113 746.780669308166 1553.5207086741143 1059.047128815884],[1329.903076171875 922.3798828125 1423.49560546875 978.514892578125],0.2842561900615692,EY61NBG,0.42273481310132505
333,319.0,[1203.0286288084483 751.8966295845779 1556.9312548251048 1063.6537524231946],[1325.2554931640625 935.7262573242188 1428.388916015625 980.6372680664062],0.665220320224762,EY61NBG,0.747093179952536
337,319.0,[1204.45139288896 761.8806528138498 1563.858897078925 1073.6738843475462],[1332.409912109375 952.7026977539062 1431.5654296875 994.0911254882812],0.6357761025428772,EV61NBG,0.3607481691938242
339,319.0,[1206.607014344379 764.6484787423634 1566.2110935531073 1074.4259174780811],[1334.4686279296875 961.6168212890625 1438.7750244140625 1003.597412109375],0.6804227828979492,EV61NBG,0.19718488629019282
340,319.0,[1208.4447928706527 766.2031830160197 1570.4504089213337 1074.3246891177118],[1335.7611083984375 962.2868041992188 1435.8125 1006.3855590820312],0.685917854309082,EY61NBG,0.5477717887872113
341,319.0,[1209.1169094146421 769.8651349609452 1571.0290805463042 1074.6893460754684],[1339.58056640625 962.4993896484375 1439.0048828125 1012.17919921875],0.6842309832572937,EY61NBG,0.7123157285357755
342,319.0,[1209.6263001981022 774.4616891459486 1571.2623651426618 1075.331224146732],[1341.4110107421875 972.4595947265625 1444.45458984375 1018.1224365234375],0.6401702761650085,EV61NAG,0.19330662970206738
343,319.0,[1211.1122601822751 777.5924456216399 1574.0909452725466 1074.7510018891394],[1341.2296142578125 979.4921264648438 1445.7733154296875 1021.8147583007812],0.6914265155792236,EY61NBG,0.6437127515908269
344,319.0,[1212.357845531782 781.4757797607127 1577.1103420233726 1075.5237368368253],[1340.0321044921875 982.9264526367188 1441.9237060546875 1025.7236328125],0.6937696933746338,EY61NBG,0.7307681693271568
346,319.0,[1215.5412491644543 787.4611427317086 1585.601164442106 1075.7370689358593],[1346.0640869140625 987.1928100585938 1448.53173828125 1036.442626953125],0.7082484364509583,EY61NBG,0.29128176800834804
347,319.0,[1215.4218758268776 791.6342759813689 1585.3641520399697 1076.6833183253261],[1345.5711669921875 993.2357177734375 1453.8447265625 1044.123779296875],0.6874369978904724,EY61NBG,0.7137146890998524
348,319.0,[1215.923116538642 795.8186362687188 1585.4164900203712 1076.8245335574154],[1344.7796630859375 1000.0603637695312 1453.31787109375 1048.5048828125],0.7215697169303894,EY61NBG,0.6696226991152531
